The Location Data: 
Format: location float[3], rotation quaterion float[4] 
Format: time,  x, y, z, x = k.x * sin(theta/2), y = k.y * sin(theta/2), z = k.z * sin(theta/2), w = cos(theta/2) 
309.85422, -0.065201156, 0.20829831, 0.42889905, 0.046517596, -0.3616038, 0.020887941, 0.93093634, 
345.76794, -0.065987214, 0.2086693, 0.42968243, 0.04926355, -0.36107308, 0.021321088, 0.9309913, 
376.96307, -0.06610035, 0.20877394, 0.4304056, 0.05246994, -0.35994804, 0.021668553, 0.9312437, 
410.77966, -0.06685996, 0.20912132, 0.43137154, 0.056339607, -0.35804278, 0.022340715, 0.9317361, 
444.33408, -0.06758287, 0.20941812, 0.4323194, 0.059659496, -0.3564911, 0.022812188, 0.9321128, 
477.36423, -0.067761876, 0.20971078, 0.43321037, 0.06260911, -0.3547214, 0.023622125, 0.9325743, 
510.39438, -0.06820949, 0.20979622, 0.4339418, 0.065232426, -0.35269397, 0.02438137, 0.93314373, 
545.52167, -0.068377316, 0.20968966, 0.4343279, 0.0654289, -0.35242146, 0.024393082, 0.9332326, 
577.50323, -0.06805698, 0.20949417, 0.43472302, 0.06580992, -0.35207438, 0.024445295, 0.9333354, 
610.5334, -0.06821176, 0.20911823, 0.4350534, 0.06708723, -0.3507975, 0.025236666, 0.9337042, 
645.3985, -0.06822816, 0.20880044, 0.4352107, 0.06691259, -0.35127294, 0.025250942, 0.9335376, 
677.38007, -0.06815578, 0.20850277, 0.43539196, 0.06702992, -0.35148853, 0.02505529, 0.9334533, 
710.9345, -0.06738716, 0.20772916, 0.4342234, 0.0676963, -0.35101885, 0.025372058, 0.93357337, 
743.1782, -0.0672712, 0.20754042, 0.43443927, 0.06765698, -0.35226983, 0.025050312, 0.9331136, 
777.5191, -0.06744497, 0.2074103, 0.43355903, 0.06771426, -0.35315484, 0.025103778, 0.93277335, 
812.12213, -0.06741167, 0.20710114, 0.43385288, 0.06709838, -0.35507876, 0.024583995, 0.93210113, 
884.4739, -0.06741167, 0.20710114, 0.43385288, 0.06709838, -0.35507876, 0.024583995, 0.93210113, 
