The Location Data: 
Format: location float[3], rotation quaterion float[4] 
Format: time,  x, y, z, x = k.x * sin(theta/2), y = k.y * sin(theta/2), z = k.z * sin(theta/2), w = cos(theta/2) 
2121.5315, -0.094638124, 0.20088881, 0.452186, 0.21778113, -0.33247215, 0.03774035, 0.91684747, 
2154.2993, -0.09808882, 0.20062265, 0.45860794, 0.22156703, -0.33391201, 0.047279984, 0.9149729, 
2187.0674, -0.09965382, 0.20156476, 0.46014532, 0.22076057, -0.340212, 0.054920197, 0.9124167, 
2220.884, -0.09954484, 0.20244399, 0.4601076, 0.21430543, -0.34666637, 0.0602535, 0.91118884, 
2253.914, -0.093651116, 0.20217256, 0.45505852, 0.20706236, -0.35174513, 0.062360197, 0.9107754, 
2287.7307, -0.09129826, 0.20195952, 0.4540421, 0.19999354, -0.35900462, 0.06214556, 0.90953624, 
2322.3337, -0.08858593, 0.2014405, 0.45288527, 0.19215715, -0.36694092, 0.060642123, 0.9081589, 
2354.0532, -0.08834369, 0.20106052, 0.45432764, 0.18603206, -0.3744412, 0.058363825, 0.9065206, 
2388.6562, -0.08564432, 0.19993229, 0.45393807, 0.18179959, -0.37951505, 0.05499524, 0.90547925, 
2426.1428, -0.082944505, 0.1986389, 0.4538175, 0.17873785, -0.38339272, 0.0513964, 0.9046663, 
2465.4644, -0.088536985, 0.20479676, 0.4645444, 0.17779762, -0.38136858, 0.05093056, 0.9057329, 
------------SWITCH------------
18.35008, -0.086313754, 0.20454994, 0.46387073, 0.17283124, -0.3846324, 0.049305707, 0.905404, 
36.438015, -0.08344804, 0.20404062, 0.46293786, 0.16573775, -0.38862956, 0.04537177, 0.9052289, 
69.99245, -0.081749834, 0.20631145, 0.4618178, 0.16105513, -0.38699138, 0.04188776, 0.9069423, 
103.80902, -0.07882303, 0.20571135, 0.46074235, 0.15562487, -0.38812202, 0.039336056, 0.90752125, 
136.83917, -0.076223545, 0.20521657, 0.45953494, 0.15046215, -0.38908136, 0.0375607, 0.9080562, 
169.60716, -0.07197488, 0.2083288, 0.4497369, 0.14647904, -0.38490346, 0.037095934, 0.91050375, 
204.21017, -0.07004565, 0.20847042, 0.44812143, 0.14298797, -0.37979722, 0.037921757, 0.913165, 
235.9296, -0.06839179, 0.20877372, 0.44692588, 0.13956286, -0.376576, 0.03880304, 0.91499025, 
270.00833, -0.06749811, 0.20988709, 0.44056362, 0.13751209, -0.37543577, 0.03843659, 0.9157844, 
302.7763, -0.06591895, 0.20971338, 0.44008958, 0.13672191, -0.37373775, 0.036221385, 0.9166871, 
336.33075, -0.06478528, 0.20928472, 0.43989283, 0.13608316, -0.37529132, 0.034087002, 0.9162292, 
369.8852, -0.066421695, 0.20970893, 0.43873352, 0.13579333, -0.3758275, 0.032396972, 0.9161136, 
402.6532, -0.06599424, 0.20922801, 0.43907413, 0.13796027, -0.37309313, 0.031404495, 0.9169418, 
436.7319, -0.06626307, 0.21025205, 0.43862027, 0.14067185, -0.37111026, 0.03295079, 0.9172802, 
470.0242, -0.06725058, 0.2102687, 0.43918255, 0.14421436, -0.36841676, 0.035714924, 0.9177122, 
504.88934, -0.06840139, 0.21023145, 0.4399114, 0.14861992, -0.36411867, 0.038555056, 0.9186094, 
537.3952, -0.06956792, 0.2101542, 0.4405991, 0.15197498, -0.3608163, 0.040441066, 0.9192822, 
569.1146, -0.07073063, 0.21067208, 0.4405278, 0.15371838, -0.35793522, 0.04192704, 0.92005175, 
604.76624, -0.07149899, 0.21078557, 0.44019872, 0.15305379, -0.35286853, 0.043310672, 0.92205346, 
637.7963, -0.0719797, 0.21071051, 0.43970335, 0.15178958, -0.34846672, 0.043269485, 0.9239365, 
670.3022, -0.07111235, 0.2113683, 0.43818012, 0.14969957, -0.3467918, 0.0422574, 0.92495394, 
703.8566, -0.0717367, 0.21151307, 0.43709376, 0.14592153, -0.34450224, 0.042173594, 0.9264159, 
738.45966, -0.072807245, 0.2116931, 0.43609267, 0.14267002, -0.34315574, 0.04273513, 0.9273958, 
770.4412, -0.07309063, 0.21146993, 0.43642634, 0.14242396, -0.34179506, 0.043261558, 0.92791164, 
------------SWITCH------------
811.86, -0.07401575, 0.21141803, 0.43595308, 0.14245318, -0.3390342, 0.043637156, 0.92890185, 
13.893632, -0.075310454, 0.21140218, 0.4328053, 0.14000145, -0.3371924, 0.04323858, 0.92996305, 
30.14656, -0.07598085, 0.21109001, 0.43260932, 0.14034945, -0.33568376, 0.042865127, 0.93047357, 
73.66246, -0.076686904, 0.21084425, 0.4325681, 0.1413661, -0.333231, 0.043051362, 0.9311924, 
101.974014, -0.075810455, 0.2114977, 0.43218938, 0.14058386, -0.33309376, 0.043397486, 0.9313438, 
131.59628, -0.076700106, 0.21182707, 0.43173715, 0.14003032, -0.33286843, 0.044461846, 0.9314576, 
163.84, -0.077702604, 0.21232647, 0.4310714, 0.13883305, -0.3333692, 0.045585603, 0.9314034, 
193.72441, -0.0764018, 0.21395017, 0.4305123, 0.13708572, -0.33483, 0.04645893, 0.931095, 
224.39526, -0.07727563, 0.2143246, 0.43010896, 0.13633367, -0.33580232, 0.047021538, 0.930827, 
255.85254, -0.07805213, 0.21444187, 0.43005237, 0.13697466, -0.33546272, 0.04728973, 0.93084174, 
287.57196, -0.078759365, 0.2145428, 0.4300294, 0.13680999, -0.3368883, 0.046589673, 0.9303863, 
320.6021, -0.077001266, 0.2159264, 0.43011075, 0.13574292, -0.3377596, 0.046452373, 0.9302336, 
357.04013, -0.0777612, 0.21623462, 0.42992347, 0.1346727, -0.3399993, 0.04647529, 0.92957187, 
389.28384, -0.076571204, 0.21617016, 0.43131098, 0.13408726, -0.34290543, 0.045324296, 0.9286454, 
420.21683, -0.07756522, 0.21647562, 0.43136644, 0.13131063, -0.35009122, 0.043830782, 0.92643, 
465.04346, -0.079042986, 0.21687594, 0.43149927, 0.12851691, -0.35887817, 0.04341525, 0.9234745, 
489.685, -0.077611394, 0.21684133, 0.43443745, 0.12973425, -0.36309478, 0.044460326, 0.9216043, 
------------SWITCH------------
3.93216, -0.0781063, 0.21699388, 0.43484467, 0.13333702, -0.35837004, 0.04699275, 0.92281306, 
30.932993, -0.07774361, 0.21743855, 0.4344522, 0.12790617, -0.36616325, 0.044105977, 0.9206623, 
61.60384, -0.07581754, 0.21955952, 0.4348561, 0.12448215, -0.36872202, 0.04215738, 0.92020154, 
95.42042, -0.07527515, 0.21983792, 0.43484837, 0.12511909, -0.3671627, 0.042456567, 0.92072475, 
128.45056, -0.0747526, 0.21992728, 0.43497017, 0.12524831, -0.3679001, 0.041561335, 0.92045367, 
161.21857, -0.07332823, 0.21888816, 0.43556327, 0.12405339, -0.36869097, 0.039992005, 0.92036855, 
194.2487, -0.07274507, 0.21875761, 0.43589884, 0.12409428, -0.37010026, 0.038537294, 0.9198594, 
227.01671, -0.07221538, 0.21865639, 0.43636873, 0.12460466, -0.37084544, 0.037469834, 0.9195343, 
261.61972, -0.07173691, 0.21876773, 0.43659315, 0.123545706, -0.37186342, 0.03679976, 0.91929317, 
293.6013, -0.07023108, 0.21800496, 0.43675143, 0.12320724, -0.37388608, 0.036475092, 0.9185307, 
328.20428, -0.06992652, 0.21804161, 0.43699402, 0.12333217, -0.3747807, 0.03659138, 0.9181446, 
361.75873, -0.069407366, 0.21821825, 0.43695444, 0.12167451, -0.3766431, 0.036357224, 0.9176129, 
394.2646, -0.06732615, 0.21815705, 0.4367122, 0.120197475, -0.37901127, 0.03535691, 0.9168712, 
428.3433, -0.06638112, 0.21827438, 0.43681028, 0.1185841, -0.38022992, 0.034416586, 0.9166125, 
461.37344, -0.065299615, 0.21899596, 0.43664268, 0.116802156, -0.3812288, 0.03358969, 0.91645706, 
494.14145, -0.06445021, 0.21904, 0.43694237, 0.11580762, -0.38299447, 0.032381475, 0.9158904, 
535.29803, -0.06360723, 0.21910474, 0.4372284, 0.115151644, -0.3831408, 0.03115192, 0.9159546, 
560.98816, -0.063556105, 0.2198577, 0.4370001, 0.11472368, -0.38323066, 0.031057179, 0.9159739, 
630.4563, -0.063556105, 0.2198577, 0.4370001, 0.11472368, -0.38323066, 0.031057179, 0.9159739, 
